SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATESALE,BREED,YEARFOAL
2019,Y,KEENOV19,2019-11-15,6,10,3790,3790,Telecast,Telecast,,,2019-04-06,4,CH,C,,W,,,,Tale of the Cat,Tale of the Cat,Alabama Grace,Alabama Grace,,,,,,,,,,"Taylor Made Sales Agency, Agent LXIV ",,,,Out,,,,0,,,,,T,2019
2019,Y,KEENOV19,2019-11-15,6,10,3791,3791,Aline's Secret,Aline's Secret,,,2011-03-04,12,DB/BR,M,,B,,,,Dixie Union,Dixie Union,Secret Dream (IRE),Secret Dream (IRE),,,,,,,,,,"Cara Bloodstock (Bernard McCormack), Agent III ",,,,"Eduardo Terrazas, Agent",,,,3000,,,,,T,2011
2019,Y,KEENOV19,2019-11-15,6,10,3792,3792,Allaboutthechase,Allaboutthechase,,,2012-03-25,11,B,M,,B,,,,Medaglia d'Oro,Medaglia d'Oro,User History,User History,,,,,,,,,,"Ramsey Farm, Agent ",,,,Kinga Farm,,,,9000,,,,,T,2012
2019,Y,KEENOV19,2019-11-15,6,10,3793,3793,Alyssa's Dream,Alyssa's Dream,,,2007-05-02,16,B,M,,B,,,,Wiseman's Ferry,Wiseman's Ferry,Dancing Josefina,Dancing Josefina,,,,,,,,,,"Buckland Sales (Zach Madden), Agent XIII ",,,,Out,,,,0,,,,,T,2007
2019,Y,KEENOV19,2019-11-15,6,10,3794,3794,Dancing Aproval,Dancing Aproval,,,2019-02-18,4,DB/BR,F,,W,,,,Wicked Strong,Wicked Strong,Alyssa's Dream,Alyssa's Dream,,,,,,,,,,"Buckland Sales (Zach Madden), Agent XIII ",,,,R.N.A. (0),,,,,,,,,T,2019
2019,Y,KEENOV19,2019-11-15,6,10,3795,3795,Anna Creek,Anna Creek,,,2013-03-06,10,DB/BR,M,,B,,,,Lonhro (AUS),Lonhro (AUS),Station Hill,Station Hill,,,,,,,,,,"Buckland Sales (Zach Madden), Agent XXIII ",,,,William Nicks,,,,1800,,,,,T,2013
2019,Y,KEENOV19,2019-11-15,6,10,3796,3796,Appealing Miss,Appealing Miss,,,2012-03-03,11,DB/BR,M,,B,,,,Successful Appeal,Successful Appeal,Miss Cassifras,Miss Cassifras,,,,,,,,,,"Select Sales, Agent LII ",,,,Wake Forest Stable,,,,15000,,,,,T,2012
2019,Y,KEENOV19,2019-11-15,6,10,3797,3797,Arabella Bella,Arabella Bella,,,2015-02-21,8,GR/RO,F,,BRP,,,,Skipshot,Skipshot,Deadly Diva,Deadly Diva,,,,,,,,,,"Bluewater Sales LLC, Agent X ",,,,Out,,,,0,,,,,T,2015
2019,Y,KEENOV19,2019-11-15,6,10,3798,3798,Arcadian Charm,Arcadian Charm,,,2016-03-28,7,DB/BR,M,,B,,,,Point of Entry,Point of Entry,Chapel Dancer,Chapel Dancer,,,,,,,,,,"Kaizen Sales (Richard Kent), Agent ",,,,"Eduardo Terrazas, Agent",,,,3000,,,,,T,2016
2019,Y,KEENOV19,2019-11-15,6,10,3799,3799,Arcadian Sunrise,Arcadian Sunrise,,,2016-02-08,7,B,M,,B,,,,Point of Entry,Point of Entry,Elloluv,Elloluv,,,,,,,,,,"Vinery Sales, Agent LXXVIII ",,,,Ay Soob Stud Farm,,,,5500,,,,,T,2016
